date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:27:52	39308/39308	---M--	200	added ('OK')	application/font-woff	etag:%22998c-5a2cbe937b709%22	http://www.playshrigoagems.com/plugins/fonts/BwNistaInt-xBd.woff	C:/My%20Web%20Sites/goa-star/www.playshrigoagems.com/plugins/fonts/BwNistaInt-xBd.woff	(from http://www.playshrigoagems.com/css/style.css)
15:27:52	78584/78584	---M--	200	added ('OK')	application/font-sfnt	etag:%22132f8-5a2cbfd4523b5%22	http://www.playshrigoagems.com/plugins/themify-icons/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/goa-star/www.playshrigoagems.com/plugins/themify-icons/fonts/themify9f24.ttf	(from http://www.playshrigoagems.com/plugins/themify-icons/themify-icons.css)
15:27:52	1130/1130	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Aug%202020%2009:57:52%20GMT	http://www.playshrigoagems.com/images/favicon.ico	C:/My%20Web%20Sites/goa-star/www.playshrigoagems.com/images/favicon.58.delayed	(from http://www.playshrigoagems.com/login)
15:27:52	0/-1	---M--	302	error ('')			http://www.playshrigoagems.com/users/resetpassword	C:/My%20Web%20Sites/goa-star/www.playshrigoagems.com/users/resetpassword.59.delayed	(from http://www.playshrigoagems.com/results)
15:27:53	42418/42418	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Aug%202020%2009:57:53%20GMT	http://www.playshrigoagems.com/main/home_new	C:/My%20Web%20Sites/goa-star/www.playshrigoagems.com/main/home_new.html	(from http://www.playshrigoagems.com/results)
15:27:53	86468/86468	---M-Z	200	added ('OK')	application/javascript	etag:%22151c4-5a2cbe98d1a6a-gzip%22	http://www.playshrigoagems.com/plugins/jQuery/jquery.min.js	C:/My%20Web%20Sites/goa-star/www.playshrigoagems.com/plugins/jQuery/jquery.min.js	(from http://www.playshrigoagems.com/login)
15:27:53	0/-1	---M--	302	error ('')			http://www.playshrigoagems.com/users/resetpassword	C:/My%20Web%20Sites/goa-star/www.playshrigoagems.com/users/resetpassword.5c.delayed	(from http://www.playshrigoagems.com/results/resultSummary)
15:27:55	27323/27323	---M--	200	added ('OK')	image/png	etag:%226abb-5a2cbf7f55a1e%22	http://www.playshrigoagems.com/images/backgrounds/education-bg.png	C:/My%20Web%20Sites/goa-star/www.playshrigoagems.com/images/backgrounds/education-bg.png	(from http://www.playshrigoagems.com/results)
15:27:55	88151/88151	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.4.0/jquery.min.js	C:/My%20Web%20Sites/goa-star/ajax.googleapis.com/ajax/libs/jquery/3.4.0/jquery.min.js	(from http://www.playshrigoagems.com/login)
15:27:55	0/-1	---M--	302	error ('')			http://www.playshrigoagems.com/users/resetpassword	C:/My%20Web%20Sites/goa-star/www.playshrigoagems.com/users/resetpassword.5d.delayed	(from http://www.playshrigoagems.com/main/home_new)
